device,VIN,data_collector,elapsed_time_s,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,fuel_model_prediction_prob
null,PSEUDO-FASTBACK,App2Car,251.999,,27.0,,,1523.0,48.0,-0.20111294090747833,1.0630255937576294,12.902353286743164,12.947632608470027,,,,,,,,554.435,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,252.999,,27.0,,,1507.0,48.0,0.019153613597154617,2.3942017555236816,10.96304988861084,11.221454084352734,,,,,,,,554.435,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,253.999,,26.0,,,1521.0,50.0,0.20350714027881622,2.4612393379211426,11.329362869262695,11.595411905495347,,,,,,,,557.59,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,254.998,,25.0,,,1515.0,50.0,-0.7158663272857666,2.8107926845550537,8.300697326660156,8.792871898470539,,,,,,,,570.375,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,255.999,,24.0,,,1524.0,51.0,-0.4429273009300232,2.5019407272338867,10.295066833496094,10.603975344306118,,,,,,,,567.75,,,0,Não identificado,,,0.0,0.7333333333333333,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,256.999,,21.0,,,1516.0,51.0,-0.6967126727104187,2.6791117191314697,8.633491516113281,9.066433913656619,,,,,,,,547.1999999999999,,,0,Não identificado,,,0.0,0.6666666666666666,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,257.999,,20.0,,,1519.0,51.0,-0.8475474119186401,2.5258827209472656,10.113107681274414,10.458172264238216,,,,,,,,538.18,,,0,Não identificado,,,0.0,0.7,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,258.998,,18.0,,,1529.0,51.0,-0.4644751250743866,2.030282974243164,11.32457447052002,11.514502726373742,,,,,,,,530.265,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,260.000,,19.0,,,1477.0,51.0,-0.40222588181495667,2.6216509342193604,7.326257228851318,7.791590611947682,,,,,,,,516.95,,,0,Não identificado,,,0.0,0.6333333333333333,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,260.998,,19.0,,,1549.0,49.0,-1.194706678390503,1.9847931861877441,9.064447402954102,9.355796853301674,,,,,,,,526.66,,,0,Não identificado,,,0.0,0.6666666666666666,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,261.999,,19.0,,,1526.0,48.0,-1.6280571222305298,1.4413094520568848,8.978256225585938,9.23780427277536,,,,,,,,511.21000000000004,,,0,Não identificado,,,0.0,0.6666666666666666,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,262.998,,20.0,,,1500.0,45.0,-1.3479355573654175,1.6328455209732056,9.437943458557129,9.672532837323097,,,,,,,,495.99,,,0,Não identificado,,,0.0,0.7333333333333333,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,263.998,,20.0,,,1542.0,43.0,-2.0590133666992188,2.056619167327881,10.27591323852539,10.680056710025834,,,,,,,,495.99,,,0,Não identificado,,,0.0,0.7,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,264.998,,21.0,,,1517.0,42.0,-3.0837318897247314,1.3862427473068237,9.59835433959961,10.176417707163788,,,,,,,,483.84000000000003,,,0,Não identificado,,,0.0,0.7,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,265.998,,21.0,,,1497.0,39.0,-1.05105459690094,0.7924807667732239,10.38844108581543,10.471506564235641,,,,,,,,483.84000000000003,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,266.999,,22.0,,,1486.0,36.0,-0.3064578175544739,0.26575639843940735,11.18092155456543,11.188277332395616,,,,,,,,437.32,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,267.998,,21.0,,,1502.0,32.0,0.3471592366695404,0.7422025203704834,9.744400978088379,9.77879003448888,,,,,,,,408.65,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,268.998,,33.0,,,1206.0,26.0,1.1683704853057861,1.7812861204147339,10.967838287353516,11.17280387956638,,,,,,,,405.035,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,270.000,,34.0,,,1169.0,24.0,1.2090718746185303,3.3901896476745605,9.734824180603027,10.378922991931615,,,,,,,,339.01,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,270.999,,24.0,,,1683.0,24.0,0.9600749015808105,4.331110954284668,8.628703117370605,9.702308148203254,,,,,,,,403.91999999999996,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,271.998,,29.0,,,1715.0,25.0,0.27054479718208313,3.6607344150543213,9.315838813781738,10.012942811641727,,,,,,,,463.04999999999995,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,272.998,,43.0,,,1594.0,27.0,-0.31842881441116333,4.1180267333984375,13.529633522033691,14.146042709088974,,,,,,,,557.9,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,273.998,,49.0,,,1519.0,28.0,3.1076738834381104,1.2018892765045166,7.572859764099121,8.27347446998486,,,,,,,,584.8149999999999,,,0,Não identificado,,,0.0,0.9,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,274.998,,51.0,,,1606.0,30.0,-0.05027823522686958,2.9305028915405273,9.042900085449219,9.50602004277723,,,,,,,,612.0,,,0,Não identificado,,,0.0,0.9,90.0,0.0,1,
null,PSEUDO-FASTBACK,App2Car,275.999,,55.0,,,1548.0,32.0,0.2992752194404602,3.2848446369171143,9.121908187866211,9.69994736756416,,,,,,,,678.11,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,1,
null,PSEUDO-FASTBACK,App2Car,276.999,,55.0,,,1540.0,33.0,0.31124621629714966,3.1723172664642334,9.337387084960938,9.866471943945399,,,,,,,,678.11,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,1,
null,PSEUDO-FASTBACK,App2Car,277.998,,51.0,,,1541.0,34.0,-0.1173158809542656,2.808398485183716,9.0859956741333,9.510845517506596,,,,,,,,653.6500000000001,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,1,
null,PSEUDO-FASTBACK,App2Car,278.998,,49.0,,,1511.0,36.0,1.9129672050476074,0.1388636976480484,9.495404243469238,9.687178557299632,,,,,,,,646.0,,,0,Não identificado,,,0.0,0.6666666666666666,90.0,0.0,1,
null,PSEUDO-FASTBACK,App2Car,279.998,,49.0,,,1524.0,37.0,-1.800439715385437,3.421314239501953,9.342175483703613,10.110549790316492,,,,,,,,660.48,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,1,
null,PSEUDO-FASTBACK,App2Car,280.999,,49.0,,,1527.0,38.0,-0.727837324142456,1.6065093278884888,8.975862503051758,9.147498404738759,,,,,,,,660.48,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,1,
null,PSEUDO-FASTBACK,App2Car,281.998,,40.0,,,1529.0,39.0,-0.05027823522686958,2.8155810832977295,9.674968719482422,10.076459917080248,,,,,,,,602.77,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,1,
null,PSEUDO-FASTBACK,App2Car,282.998,,35.0,,,1536.0,40.0,-0.7541735172271729,2.456450939178467,10.469843864440918,10.780563967457764,,,,,,,,575.625,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,283.999,,35.0,,,1522.0,41.0,-1.9728221893310547,1.9273324012756348,6.536170482635498,7.094234430423021,,,,,,,,580.26,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,284.998,,28.0,,,1531.0,41.0,-0.6991068720817566,4.271255970001221,8.925583839416504,9.919598018786651,,,,,,,,525.4350000000001,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,285.998,,28.0,,,1520.0,41.0,1.745373010635376,0.6177040338516235,11.743558883666992,11.888610535880334,,,,,,,,523.71,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,286.999,,28.0,,,1527.0,41.0,-3.471592426300049,4.022258758544922,8.722076416015625,10.212988617532636,,,,,,,,523.71,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,287.998,,29.0,,,1530.0,41.0,-0.038307227194309235,2.4013843536376953,11.085153579711914,11.342342974154462,,,,,,,,534.4499999999999,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,288.999,,28.0,,,1535.0,42.0,-1.1348515748977661,2.4468741416931152,10.649409294128418,10.985672463541004,,,,,,,,537.25,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,289.998,,28.0,,,1532.0,42.0,0.4189853072166443,4.050989151000977,8.367734909057617,9.306183390491105,,,,,,,,536.2,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,290.998,,25.0,,,1520.0,42.0,-1.6496049165725708,2.4851813316345215,9.244012832641602,9.713346276228792,,,,,,,,509.2,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,291.998,,21.0,,,1520.0,43.0,-1.8100165128707886,2.1978771686553955,10.304644584655762,10.69076815955883,,,,,,,,486.4,,,0,Não identificado,,,0.0,0.7,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,292.998,,21.0,,,1523.0,43.0,-1.0223240852355957,2.2242133617401123,10.153809547424316,10.444717322128026,,,,,,,,487.36,,,0,Não identificado,,,0.0,0.7,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,293.998,,20.0,,,1500.0,42.0,-1.4317326545715332,1.9488801956176758,9.919178009033203,10.209705421114027,,,,,,,,465.0,,,0,Não identificado,,,0.0,0.7,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,294.998,,22.0,,,1544.0,41.0,0.15322890877723694,1.5634137392044067,8.980650901794434,9.117007855558716,,,,,,,,486.36,,,0,Não identificado,,,0.0,0.7,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,295.998,,22.0,,,1517.0,41.0,-0.17717093229293823,1.6950948238372803,12.255918502807617,12.373854466111665,,,,,,,,486.36,,,0,Não identificado,,,0.0,0.7,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,296.999,,22.0,,,1521.0,40.0,-0.49320554733276367,1.8267759084701538,9.275136947631836,9.466178074017622,,,,,,,,486.36,,,0,Não identificado,,,0.0,0.7333333333333333,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,297.999,,23.0,,,1526.0,39.0,-0.2513911724090576,2.2840683460235596,10.299856185913086,10.553066055955684,,,,,,,,479.11500000000007,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,298.999,,23.0,,,1522.0,39.0,1.6065093278884888,3.9408559799194336,6.689399719238281,7.928384872015528,,,,,,,,479.11500000000007,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,299.998,,24.0,,,1525.0,37.0,0.545877993106842,3.579331636428833,8.724471092224121,9.44595117423084,,,,,,,,471.82000000000005,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,300.999,,24.0,,,1525.0,36.0,0.48602294921875,4.618414878845215,8.360552787780762,9.563724024540587,,,,,,,,471.82000000000005,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,301.997,,24.0,,,1513.0,35.0,-0.2944868206977844,4.704606533050537,7.436390399932861,8.804541288369322,,,,,,,,471.82000000000005,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,302.998,,24.0,,,1523.0,34.0,1.091755986213684,4.836287498474121,7.527369976043701,9.013484712228376,,,,,,,,471.82000000000005,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,304.000,,24.0,,,1509.0,31.0,-0.9026140570640564,4.944026470184326,7.994239330291748,9.442773551445379,,,,,,,,471.82000000000005,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,304.998,,24.0,,,1500.0,29.0,0.5650315880775452,3.531447410583496,8.250418663024902,8.992207160893923,,,,,,,,471.82000000000005,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,305.998,,25.0,,,1504.0,27.0,-0.6560112833976746,4.76924991607666,8.4108304977417,9.691138489758785,,,,,,,,405.0,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,306.998,,38.0,,,1159.0,25.0,-0.6129156351089478,3.5913026332855225,8.939949035644531,9.653797643390197,,,,,,,,399.105,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,307.999,,35.0,,,1139.0,20.0,-1.4532804489135742,3.9217023849487305,9.14345645904541,10.054579537592122,,,,,,,,312.125,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,308.998,,31.0,,,1104.0,18.0,-1.6543933153152466,3.9384617805480957,8.520963668823242,9.531805720009379,,,,,,,,276.60499999999996,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,309.998,,31.0,,,1089.0,17.0,-1.403002142906189,3.423708438873291,9.93354320526123,10.600258256203153,,,,,,,,276.60499999999996,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,310.999,,33.0,,,1044.0,14.0,-2.5474305152893066,3.93367338180542,8.365341186523438,9.58864545553213,,,,,,,,250.745,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,311.999,,33.0,,,1030.0,12.0,-1.886630892753601,3.4739866256713867,8.772355079650879,9.621963045258099,,,,,,,,250.745,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,312.998,,34.0,,,1013.0,10.0,-1.2832920551300049,3.557783842086792,8.81784439086914,9.59474043772712,,,,,,,,231.75000000000003,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,313.999,,35.0,,,974.0,9.0,-1.4077905416488647,3.823540210723877,8.927978515625,9.813772685753424,,,,,,,,227.925,,,0,Não identificado,,,0.0,0.7333333333333333,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,314.999,,35.0,,,1319.0,8.0,-1.316810965538025,4.23773717880249,9.10993766784668,10.133280408022758,,,,,,,,227.925,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,315.998,,34.0,,,1411.0,9.0,-1.1659762859344482,4.1395745277404785,8.434772491455078,9.467891262191735,,,,,,,,291.10999999999996,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,316.998,,31.0,,,1538.0,11.0,-1.1827356815338135,4.201824188232422,9.521739959716797,10.47462276464675,,,,,,,,304.29,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,317.999,,29.0,,,1658.0,12.0,-1.414973258972168,4.477157115936279,7.970297336578369,9.250552675265054,,,,,,,,326.77,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,318.999,,28.0,,,1673.0,13.0,-0.7110779285430908,4.017470359802246,9.294290542602539,10.150346624754334,,,,,,,,331.59999999999997,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,320.000,,29.0,,,1605.0,15.0,-0.9217676520347595,4.307168960571289,7.7643961906433105,8.926769195208465,,,,,,,,359.695,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,320.998,,36.0,,,1487.0,16.0,0.07661445438861847,3.337517261505127,7.778761386871338,8.464869754423068,,,,,,,,406.38000000000005,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,321.998,,36.0,,,1499.0,17.0,-0.5961562395095825,3.869029998779297,10.266336441040039,10.987377271850958,,,,,,,,406.38000000000005,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,322.998,,39.0,,,1490.0,18.0,-0.272938996553421,3.3877954483032227,8.47786808013916,9.133778017864572,,,,,,,,425.78999999999996,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,323.999,,29.0,,,1487.0,19.0,0.7422025203704834,2.650381326675415,10.706870079040527,11.054974113379341,,,,,,,,363.12,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,324.998,,26.0,,,1504.0,18.0,-0.05267243832349777,2.5929205417633057,10.089165687561035,10.417162549980489,,,,,,,,340.56,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,325.998,,29.0,,,1308.0,16.0,-0.7805097699165344,2.1715409755706787,9.677363395690918,9.948675690853333,,,,,,,,325.575,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,326.999,,38.0,,,1133.0,13.0,-0.12928688526153564,2.3247697353363037,8.552088737487793,8.863379219851863,,,,,,,,304.215,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,327.998,,35.0,,,1006.0,11.0,-0.21547815203666687,2.674323320388794,9.32302188873291,9.701400578976905,,,,,,,,249.09,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,328.999,,37.0,,,993.0,10.0,-0.011971008032560349,2.7054479122161865,8.461109161376953,8.883127824785888,,,,,,,,233.58999999999997,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,329.998,,38.0,,,978.0,9.0,-0.6727706789970398,3.026270866394043,9.586383819580078,10.075201758754522,,,,,,,,233.355,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,330.997,,40.0,,,1390.0,9.0,0.028730420395731926,3.287238836288452,9.734824180603027,10.274899825843198,,,,,,,,306.985,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,331.998,,36.0,,,1565.0,10.0,0.3208230137825012,3.1004912853240967,8.937555313110352,9.465509420599096,,,,,,,,338.56000000000006,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,332.998,,32.0,,,1755.0,12.0,-1.2665326595306396,3.7612907886505127,10.170568466186523,10.917503208143913,,,,,,,,366.96,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,333.998,,31.0,,,1717.0,14.0,0.26336219906806946,3.337517261505127,8.075642585754395,8.742104111230464,,,,,,,,389.25000000000006,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,334.999,,32.0,,,1728.0,16.0,-0.08858546614646912,2.52109432220459,10.445901870727539,10.74619141180417,,,,,,,,414.72,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,335.998,,34.0,,,1652.0,18.0,0.28730419278144836,2.7988216876983643,8.700529098510742,9.144132169470904,,,,,,,,441.405,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,336.999,,42.0,,,1587.0,20.0,1.4197616577148438,2.1068975925445557,9.550470352172852,9.882622353298737,,,,,,,,491.96999999999997,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,337.999,,44.0,,,1508.0,21.0,0.3471592366695404,2.410961151123047,9.306262016296387,9.619759140632912,,,,,,,,488.47499999999997,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,339.000,,43.0,,,1519.0,23.0,1.072602391242981,2.1140801906585693,9.306262016296387,9.603453735932506,,,,,,,,500.28,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,339.998,,42.0,,,1510.0,24.0,0.7757213711738586,2.1356279850006104,10.860098838806152,11.095242103021112,,,,,,,,501.27,,,0,Não identificado,,,0.0,0.9,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,341.004,,40.0,,,1513.0,26.0,0.3926490843296051,2.4229321479797363,9.339780807495117,9.656929068249012,,,,,,,,497.9,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,341.999,,41.0,,,1529.0,27.0,-0.20111294090747833,2.5929205417633057,9.066842079162598,9.4324603704109,,,,,,,,506.855,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,342.999,,41.0,,,1527.0,27.0,1.0582371950149536,2.2840683460235596,8.147468566894531,8.527489561339513,,,,,,,,506.855,,,0,Não identificado,,,0.0,0.9,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,343.999,,42.0,,,1531.0,28.0,-0.7493851184844971,2.6168625354766846,9.030928611755371,9.432243591850737,,,,,,,,532.0,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,344.998,,42.0,,,1520.0,30.0,-0.3232172429561615,2.4875755310058594,8.89685344696045,9.243727747250851,,,,,,,,532.0,,,0,Não identificado,,,0.0,0.9,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,345.998,,42.0,,,1526.0,31.0,-0.5027823448181152,2.212242364883423,10.747570991516113,10.984402058597658,,,,,,,,532.0,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,346.999,,42.0,,,1520.0,32.0,1.6184803247451782,1.8267759084701538,8.578424453735352,8.918853900014222,,,,,,,,532.0,,,0,Não identificado,,,0.0,0.9,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,347.999,,42.0,,,1526.0,33.0,0.8762778043746948,2.078166961669922,9.5408935546875,9.803840601156958,,,,,,,,532.0,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,348.999,,42.0,,,1525.0,34.0,0.7182605266571045,1.742978811264038,9.962273597717285,10.139071385311578,,,,,,,,532.0,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,349.998,,42.0,,,1526.0,36.0,0.7230489253997803,1.8531121015548706,9.643844604492188,9.84685548614602,,,,,,,,532.0,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,350.998,,37.0,,,1529.0,38.0,-0.08858546614646912,2.233790159225464,9.519346237182617,9.778323917912914,,,,,,,,568.3199999999999,,,0,Não identificado,,,0.0,0.9,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,351.998,,35.0,,,1525.0,38.0,-0.24420857429504395,2.1356279850006104,10.256759643554688,10.47958315505579,,,,,,,,559.1800000000001,,,0,Não identificado,,,0.0,0.9,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,353.000,,33.0,,,1516.0,39.0,-0.10534487664699554,1.9536685943603516,9.758766174316406,9.9529611555862,,,,,,,,550.0799999999999,,,0,Não identificado,,,0.0,0.9,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,354.001,,26.0,,,1528.0,40.0,0.5051765441894531,1.9704279899597168,9.124302864074707,9.348298912624573,,,,,,,,497.64,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,355.002,,23.0,,,1507.0,40.0,-0.524330198764801,1.7501614093780518,10.295066833496094,10.45592598588782,,,,,,,,484.48,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,355.999,,24.0,,,1509.0,39.0,0.16759411990642548,1.455674648284912,9.062053680419922,9.17975453797643,,,,,,,,473.76,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,356.999,,25.0,,,1512.0,37.0,-0.3734954595565796,1.2497732639312744,9.548076629638672,9.63676291059394,,,,,,,,467.17,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,357.998,,25.0,,,1499.0,32.0,0.1364694982767105,0.6536170840263367,10.60391902923584,10.624920611236629,,,,,,,,467.17,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,358.999,,25.0,,,1508.0,28.0,0.608127236366272,1.0438719987869263,8.62630844116211,8.710492799349906,,,,,,,,467.17,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,359.998,,35.0,,,1266.0,24.0,2.099714994430542,0.33518823981285095,10.812214851379395,11.019307791614429,,,,,,,,373.47,,,0,Não identificado,,,0.0,0.8333333333333334,88.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,360.997,,37.0,,,1152.0,21.0,1.6855180263519287,1.556231141090393,10.649409294128418,10.893702065667371,,,,,,,,334.08,,,0,Não identificado,,,0.0,0.8333333333333334,88.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,361.998,,34.0,,,1128.0,21.0,1.015141487121582,2.473210334777832,10.211270332336426,10.555440464470507,,,,,,,,310.2,,,0,Não identificado,,,0.0,0.8333333333333334,88.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,362.998,,25.0,,,1672.0,20.0,0.35673606395721436,2.585737943649292,9.75397777557373,10.09719682778055,,,,,,,,376.2,,,0,Não identificado,,,0.0,0.8666666666666667,88.0,0.0,0,
null,PSEUDO-FASTBACK,App2Car,363.998,,42.0,,,1766.0,22.0,1.4317326545715332,1.5705963373184204,8.513781547546387,8.775027492168093,,,,,,,,565.12,,,0,Não identificado,,,0.0,0.9,88.0,0.0,0,
